MANDT,KUNNR,BANKS,BANKL,BANKN,BKONT,BVTYP,XEZER,BANKA,SWIFT,IBAN
100,0000001858,MX,87194082,3102638666,,,,Royer Chevallier et Fils,HOZKGBG1HPI,FR7499187809574050172786879
100,0000001815,JP,69128916,4100231384,,,,Gill-Roberts,WYIGGBJ9,FR4590370900132212207918925
100,0000001794,SE,29312658,7417080446,,,,Maillot,TKJPFRHR,GB08JPCF92625439043268
100,0000001290,US,07122370,4393130593,,,,Holsten,GQCRGBVH,FR8247404399019749246022658
100,0000000498,FR,40237221,9391506220,,,,Pelletier Barre SARL,PUHBGBR5,GB09CKYO30453355112460
100,0000000812,IN,70831149,5543756087,,,,"Kaiser, Johnson and Gardner   ",CEPIDEWG,DE66324823244035894498
100,0000001746,CA,67004417,3129578091,,,,Araújo S.A.   ,PURIFRQ2,GB27TJZL11124110419765
100,0000001615,IN,72699327,5944321307,,,,"Parker, Lee and James",GPQDDEAF,FR6310477873184333483766638
100,0000001158,AU,38358220,9970504854,,,,Fernandez Petit S.A.R.L.,XTZWGB3S,DE71339219955242324295
100,0000000585,KR,67281523,9772565478,,,,Söding,FLRBGBAW,GB65WWUZ77358226491058
100,0000001354,DE,52113348,8994685174,,,,Hubbard-Russell,CPADGB0N,GB75BIYY37594022002999
100,0000001824,DE,67983981,1270761260,,,,Hancock-Brown,QTWVGBH0L59,GB62UMTQ64964531946200
100,0000001673,CH,92787789,7677213192,,,,岡田電気株式会社   ,DACCGBSQYT7,GB57ITPS70247867979248
100,0000001973,AT,11654198,2057582885,,,,Cavalcanti Nascimento S.A.,IGVRGB90Q4H,DE27164001536520883132
100,0000000841,GB,77470090,4970500212,,,,"Spencer, Davies and Norris   ",LQSNFROT,FR0673725411704301317924808
100,0000001949,CN,18982984,7672407050,,,,Clarke Group,BKDXGBI24Y9,DE68077978570937484380
100,0000001703,CN,85105130,4621644974,,,,"Frost, Sutton and Scott",XHTLGBQF,GB47VUQS54134260120442
100,0000001615,BR,24890750,9481473173,,,,Kaul Wohlgemut GmbH & Co. KGaA,OVZGGBU0,FR8050505368629947416345702
100,0000000990,BE,43957277,9897546602,,,,Carter Ltd,PENAGBDLVOF,GB31GUUK64458486890568
100,0000000591,IT,65168065,8615445467,,,,Weiss Ltd,WKKTDEIX,FR9341191038893762868176676
100,0000001511,CA,67928573,3658313711,,,,遠藤農林株式会社,QHQRFRTN,FR9122314655821235163619029
100,0000001437,NL,03063992,8409480092,,,,Norton Inc,HXZZGBEDU64,FR7857663710352627658041767
100,0000000389,AT,34684187,1685041036,,,,"Price, Nicholson and Brooks   ",HNBWGBZQ,FR2692710325329483502797735
100,0000000713,AU,83621005,1551586101,,,,Voisin SARL,LBRUDESC,GB45UWAW26777472792106
100,0000000822,NL,96759211,1841641844,,,,Freitas,CMDLDEXE5QN,GB15GGUK82797648406889
100,0000000913,CN,70849199,2305194414,,,,Pichon Fernandez SA,JUCHGBUFKZC,DE82413671158793116679
100,0000000507,DE,17567391,4930521671,,,,山田運輸株式会社   ,VWPEDEGM,GB44ZFOG65379719139729
100,0000000899,BR,70874288,0233636847,,,,Kohl   ,XRKMGBBZ12N,GB89XWBX50461052249652
100,0000000237,JP,32186108,4586453639,,,,佐藤農林有限会社,AUJHGBC6,GB76LPXV34670363418366
100,0000000307,IN,09687048,4862537078,,,,Brown Inc,LGDVGBDB,GB67NBJU60067685523692
100,0000000246,US,96346497,0702924675,,,,Dodd-Spencer   ,UEJPGB73OQT,GB30KILN74097096064248
100,0000000495,CN,53513604,8739619045,,,,"Gill, Evans and French   ",GBTRGB4BR8K,GB41SJVF94864737827679
100,0000001777,AU,24200606,1362670769,,,,Gros Laroche S.A.R.L.,NBXDGB1LNU9,DE70464879312189579417
200,0000001938,DE,15389137,4602050439,,,,Gutknecht Heser GmbH & Co. KG,ABCUGBPW,GB31OFZY57246985725951
100,0000001910,MX,08860861,9784587606,,,,Pereira,RQYVGBUJ1L4,GB34PQDE98337570765534
100,0000000677,AU,61018669,8928883409,,,,Brunet et Fils,AUVZGBMSHJ3,GB97JBSJ55758788796301
100,0000000917,FR,78429455,8597311552,,,,Teixeira   ,JNDMDE2TBCA,GB56MUYD98301591180954
100,0000001759,IN,30972987,7232927383,,,,Atkinson-Nelson,RSVAGBA4,FR0643790350125792442411386
100,0000001463,DE,27269757,7881304484,,,,Pires,EFMLGBJH3YY,FR5545992467091553736586151
100,0000001724,US,68984960,2851786628,,,,福田食品有限会社,WZEAFRS8B4O,GB12OTRB70829457298499
100,0000001340,US,82743084,3314743169,,,,木村運輸有限会社,LTZSDE7UC1V,DE22011197150779309288
100,0000001242,NL,97023743,1009209952,,,,Mccarthy-Ellis,POXJGBFZ,GB89XMXO44359990057571
100,0000001766,GB,19445576,3939031740,,,,White PLC   ,VBXUGBS3,GB71OSQD49504467436964
100,0000001821,BR,05052292,9786824795,,,,小林建設合同会社,WJMDGBCY,GB34QAFZ94752046326379
100,0000001504,CN,72556571,5192479262,,,,Graham-Duncan,YAMQFRRP,GB46NQVW00705741889778
100,0000001636,AT,87376092,7327586145,,,,Collet,JMMIGBI1EI7,GB16KDLD51684878125851
100,0000000676,CA,93181057,7195805494,,,,Johnson Group,ZFOUGBIW,GB62GLEP51822438420067
100,0000001922,ES,78674647,6272315126,,,,Sampaio da Luz S/A   ,DQGGFRER,FR8725986193809301506870501
100,0000001736,US,78084341,7405321863,,,,"Patterson, Brown and Cook",IUXZFRFG,GB19PHAF89668106116719
100,0000000699,CH,33258976,5497334880,,,,Pohl Müller AG,VDIQGBCKDXL,GB53IEWF01393341291318
100,0000001176,KR,75765063,8910529838,,,,Bautista-Randall,XWQYGBD5TP3,FR9629946887108974402165152
100,0000000116,FR,34717418,9558740035,,,,Powers Inc,GVQIGBZX,GB87WYBM72836477423885
100,0000000483,ES,25271359,5046701528,,,,Martin-Horn,OHQBFRTK,GB52MEWW69436912577063
100,0000000975,IN,52044440,7708907554,,,,Sanchez Inc,UOWQFRLZ,GB70PDAC61893938001078
100,0000001057,IN,66505949,0696794682,,,,Léger,AVBKFR96XEL,GB75DOJP71375223622614
100,0000000544,IN,79449154,1390766966,,,,木村建設株式会社,JTXWGBA4,DE45464882281152008403
100,0000000462,DE,16038032,2348233692,,,,Täsche GmbH & Co. KGaA,MTQZGBKJK93,FR1508943149498134659709328
100,0000000191,DE,69164965,1575485205,,,,合同会社岡田保険,UAONFR41QQ9,DE70651562170711723959
100,0000000909,ES,24038174,1537277523,,,,"Lewis, Webb and Jenkins",AHKFGBCA4GJ,GB66LFXK12012902587145
100,0000001107,NL,95971443,7899784323,,,,Solomon Group,ACWFGBYF,DE52790373219051316638
100,0000001423,JP,80360508,7372646211,,,,Allard Baudry S.A.S.   ,QDGVDE84,DE66546637194721562512
100,0000000565,AU,87549353,6904807414,,,,Wagenknecht,XLBGGBSGPPB,GB38TDAL46444555569763
100,0000001986,KR,11979057,0057329850,,,,株式会社阿部建設,AKIYGBI58FY,GB06XXQD26982417084750
100,0000001401,PL,14494178,8142763780,,,,Stewart PLC,OQMKDENF9U0,GB67NLJU69483075995613
100,0000001813,BE,54448801,1497475134,,,,"Williams, Robinson and White",RUCQGB23H4H,GB56ZZIF25578698593933
100,0000001490,FR,64871386,4230562065,,,,"Lawrence, Baker and Mckinney",SWCHGBVB,GB95NOWQ45086529232910
100,0000001245,CA,15462063,9146570453,,,,Jacobi Jäckel,IDNMGBW9,FR4474755266380456168325670
100,0000000478,ES,25110567,9088117092,,,,Kramer-Lang   ,CGCTGBYH,GB97LOEK40051380313734
100,0000000821,SE,50484994,8504649964,,,,中島情報合同会社   ,ISYCGB619Q5,GB02WTXE65002333726301
100,0000000675,MX,56275256,3744783090,,,,Schroeder Inc,GOJOGBJG3XS,GB69VPFL14972592782354
100,0000001265,US,63701172,0651526118,,,,Fernandes - EI,NRHVGBN7,GB60CDFF76459369040419
100,0000000313,FR,99970958,2768798030,,,,岡田農林有限会社,ZAWIGBNS,DE58776735846362539393
100,0000001552,BR,32924263,5175193895,,,,Rivière,YMFZFR6R,GB40UTEH22446087884796
100,0000001737,CN,11069863,7785382675,,,,佐藤鉱業株式会社,KINBFR3ZT7T,GB26INLN21096092224923
100,0000001878,IN,63895873,0441060505,,,,"Bradshaw, Hanson and Horton   ",DDKWGBDT,FR3698505272660798325793070
100,0000000148,FR,65848956,3534425203,,,,合同会社林ガス,AAEQGBKWFGX,FR1018900056195333793584625
100,0000000482,NL,69367250,9073527627,,,,有限会社佐藤銀行,VORDDED9G5S,DE84592240316102853075
100,0000001988,US,31546350,5584710507,,,,Walker-Patrick,EUBWGBOEJGX,GB11MQWS04038637144864
100,0000001861,IT,85000243,3655472844,,,,Henk AG,TABBGBSJFC9,GB32MKTA59087819686723
100,0000001350,IT,36847156,9700469624,,,,Wilson Group,FBCPGB972PP,GB70OHXM78436068408430
100,0000000291,IT,84745706,2426063963,,,,中村運輸株式会社,JRZGGB9UTCB,DE81340273222704384258
100,0000000677,IT,05385471,0426830476,,,,Kirk and Sons,DQJTGBOYZU5,DE35182075762893329066
100,0000001892,IT,62548768,1924421554,,,,"Jones, Watson and Jones",AQAQGBXIX9E,GB73ZDMZ26057035999315
100,0000000792,IT,00379714,4714626200,,,,Sampaio,ZNDKGBTU96G,GB98NMFA56155565007774
100,0000000098,JP,62063981,8474459579,,,,高橋食品合同会社   ,ZGFJGB61,FR0586966771850864775583769
100,0000001442,US,23616932,4671319329,,,,Beier Davids Stiftung & Co. KG,KFGBFRIQ,GB80ZQIY44635195043910
100,0000001663,BE,11890345,7002605141,,,,Dupont Olivier SARL   ,BRZNGBM6,GB12TAZP02512639680040
100,0000001249,NL,82117211,8561463708,,,,Sosa-Wilcox,RWJNGBOPAOV,GB50BESW01059447006493
100,0000001155,IT,03102584,4253697126,,,,Camargo   ,KQJEGB22Y39,FR5562705154216691746306598
100,0000001603,AU,31500343,0550668376,,,,"Perry, Lindsey and Cabrera   ",HBDFGB16,DE60092459975399974118
100,0000001531,JP,79888121,7261119884,,,,Mckay LLC,QEJXDEPVT9D,FR5531884391431811925335252
100,0000001029,FR,85351627,2143440705,,,,"Slater, Wright and Dixon",VUZIGBA0F7C,GB69AQJH59863165569573
100,0000001877,BR,72929062,9079772102,,,,高橋運輸株式会社,GBPKFRTEI00,DE49310125822237384532
100,0000001966,ES,20199362,3345625172,,,,Farias Ltda.,RMLXGB8JE6N,DE17875641282215742389
100,0000001073,CH,71895424,0718948267,,,,Griffin LLC,TJVNGBPE,DE64351681943468726834
100,0000001496,IN,97559981,0534948687,,,,Drewes AG & Co. KG,UQYTDEQI,DE10048642892303425115
100,0000001939,ES,94887592,7705031309,,,,Besnard   ,SWTNGBOMD7Y,GB62KRGV96827107682657
100,0000000588,SE,10885102,3895441454,,,,Moore PLC   ,SJFYFRHRTMR,GB90DFVI52572738383123
100,0000001143,ES,16611551,0344503653,,,,Vieira S/A,RFSJDE649MS,DE33450580348683912259
100,0000000223,CH,39930682,4658863281,,,,Pons   ,KXOJGBFU,GB04CWCL37609523804901
100,0000001762,GB,31974665,9924592290,,,,山崎保険有限会社,UQZSFROAFD6,GB50HHXQ19879382541662
100,0000001770,CN,26335150,4791322937,,,,Clément Raymond S.A.,XHPRGBO9,GB71BMBU08605390987124
100,0000001380,KR,44184764,2660254520,,,,Jungfer   ,NFSFDE7J5EM,GB67KRWJ67686465329104
100,0000001714,BE,11489266,5978404705,,,,Birnbaum,EIHXGB8I,GB59NKBF80144063587942
100,0000000230,BR,75602360,8107051275,,,,Taylor-Gallagher,OZOKDE2K,FR2363634325427351533856581
100,0000001062,JP,17908506,5268506605,,,,Hethur Krein e.G.,TEEAGBTV4LX,FR7171803656467994445447121
100,0000000578,SE,01880689,8242658239,,,,"Clarke, Tyler and Bibi",IPMTGBVEYMR,GB16TWVW92227531735463
100,0000000355,JP,57648635,8992459014,,,,Leroux   ,ILPHDE1479J,GB42KSIK79388126212971
100,0000001917,BE,54823654,2791353983,,,,Sauvage,ZESRGB2F,FR6062588684103259246193728
100,0000000261,NL,78966114,8244830436,,,,Costela - ME,TZDQGBMXVX7,DE69160269122508620589
100,0000001677,IN,24266211,0071264275,,,,Bohnbach Klotz AG,DRXVGBN3,GB86XTGB90821460412298
100,0000000846,BR,87210570,2140202908,,,,Siqueira   ,PBHNGBN5QE0,GB74JHOP97593998674253
100,0000001317,DE,25062231,7728739512,,,,Labbé Roche S.A.R.L.,NBKGFR62,FR5656589600583112859402707
100,0000000298,AT,70269111,1232418905,,,,Heintze AG & Co. OHG,JFNGDEM15MP,GB54GNXX94971097223997
100,0000000544,IT,06498666,6011267583,,,,Hancock-Fletcher   ,YAEEGBSD,GB36DIVX33699649943310
100,0000001855,CH,23259505,7508971331,,,,Baker Ltd,LBIADEEGIHR,GB40XPOX26798861263258
100,0000001408,IN,77993511,9221565895,,,,Grégoire,WDSRFRO3,DE74614855551258084723
100,0000000289,US,95688512,7447454639,,,,Ruppersberger,GWUIGBE834L,GB37ESFI75590149781518
100,0000000012,SE,72739141,4347832198,,,,"Rice, Morley and Lewis",QCPJFR7C,GB51TOSK96994819038445
100,0000001302,AU,68402115,6856889891,,,,da Costa,RNJEDEYIG5Z,DE23325194851373041567
100,0000000498,BR,98638469,8922120488,,,,Lemonnier De Sousa S.A.S.   ,ODEVFROOIN4,FR4543250827852458402367775
100,0000000298,NL,21968445,8463029344,,,,Azevedo,WZNRGBBD,GB31BWAW42262095902017
100,0000000459,MX,18447240,4766814008,,,,Peixoto,RUWMGBI7JGQ,GB07EGYF25059079460880
100,0000000277,AU,32405184,7457580100,,,,Clark Inc,TPPDGB4DZNP,GB76VIBZ66877191299793
100,0000001671,CN,00944548,9859589409,,,,Lacombe S.A.R.L.,RGIEFR6U,GB27ORRG07603622549931
100,0000001520,SE,42832044,6088445666,,,,林電気合同会社   ,GQYSFR19,DE46854438614642011666
100,0000000406,CN,26221426,6680609465,,,,Camargo   ,IPOGGB3D8AA,FR7777238348441579582439628
100,0000001698,CA,46854225,1336689069,,,,Bourgeois Lefebvre SA,WVHEDEQLZXQ,GB90GXQF05895052062734
100,0000001398,KR,51539471,1087274892,,,,Stiffel Bachmann KG,TQEFGBQAMHE,GB10IYYA37250676303385
100,0000001115,BE,32029727,4147079067,,,,"Wright, Holden and Jordan",QZIOGBX4NIF,FR4518018673217554274664474
100,0000000249,FR,34684709,7665351704,,,,Fiebig Ullmann e.V.   ,DLQIGBB1,GB07CJJZ79955104420000
200,0000001460,MX,49167576,3989337599,,,,小川運輸有限会社,CZTPGBEOBZV,DE85493405687259846862
100,0000000118,KR,45938938,3213389508,,,,Lévy,SBLFGBRO,GB67OUSA11857813594377
100,0000000396,IT,90186497,3462350705,,,,da Costa,UDLXGBKM,GB39AKPU14042821956652
100,0000000407,GB,35519658,5256100022,,,,株式会社岡田ガス,INBUGB03YPR,GB07CCSZ18402197374610
100,0000001330,DE,65016048,4250379976,,,,Meister,ZBGYGBVD,FR4607412570764986629127548
100,0000001464,NL,36039397,5589316377,,,,Stiebitz Ziegert AG,JBGEGBE8TJL,DE57862877362049457900
100,0000001577,IT,64139285,8761284436,,,,Stone and Sons,VJWSFRYZ,GB15GZUA72538491445948
100,0000000955,DE,83913899,1091322308,,,,Gross-Melton,PTXQGBG2DM3,GB78LVCF39817201506760
100,0000000087,AT,63029661,7694095950,,,,Smith Inc   ,GCSNGBN9,DE05110584498920453577
100,0000000609,JP,79548183,1193132559,,,,Gute Mentzel GmbH & Co. KG,ZWZMGBNEZB1,GB70XDIV81747119713477
100,0000000733,FR,65599462,2313060762,,,,Fiebig,MDSFGB74,GB93WFRL34491941052375
100,0000001862,NL,75042000,6301350305,,,,有限会社遠藤鉱業,EVGGGBNI7HO,GB02EWJO90562632301235
100,0000000482,AT,06791436,1458995424,,,,株式会社佐々木通信,TPEKGBX8,GB28WELJ10632947617806
100,0000000702,IN,99220933,6307027005,,,,Blackwell and Sons,LVOMGBYIRZP,DE92230467931192194913
100,0000000385,CN,61119458,6685860509,,,,Pineau,UVLTGBJS,GB63KZDK92527163079126
100,0000001422,KR,92242121,0168012444,,,,Machado Leão - ME,JTCQGB3Z,DE23511494647491158038
100,0000001767,AT,08059612,1521408103,,,,Davies LLC   ,PYWKDE81,GB85VDGF48879462367091
100,0000000187,GB,67424837,2370195637,,,,Lebreton,LWXODE71,DE63843626681217477252
100,0000000131,US,15759332,9750051234,,,,"Wilkinson, Velazquez and Hughes   ",UJJEGB6P,GB34THOX01055324989910
100,0000000012,SE,62803273,2775120644,,,,François   ,FKVAGB4A2VO,GB06CVHT51606228072544
100,0000000095,SE,83857804,9577064124,,,,山本食品有限会社,YMRXGBGYI2F,GB05DXJV93677928330355
100,0000000377,KR,20360150,3952401694,,,,Edwards-White,FCECGB3ZV0O,GB17IVTW77070378235393
100,0000001846,GB,26631219,2045148192,,,,Franke,NBNQFRAY,FR5077804873244824375145468
100,0000000313,FR,24105870,2036577539,,,,田中ガス株式会社,ZMMAGB87,DE62340300159024564384
100,0000001843,ES,04977426,8279668539,,,,Descamps,ZPPRGBSA601,FR7565092451879116746436303
100,0000000038,JP,24832710,0343849990,,,,Fuller-Jordan   ,DEAGGB7ECMK,GB10TUDY14823029835605
100,0000001296,AU,81516706,9295288787,,,,Richardson-Figueroa   ,YYCDDEII,GB36DQNM09173993165736
100,0000000871,PL,70151546,9317888186,,,,Ali-Patterson,GBYZGBV6,GB77MTGU23298053391318
100,0000001290,JP,04956648,9430627877,,,,Klapp Zahn KG   ,DVWYDEJB,GB28WJIS71798687208966
100,0000000088,BE,02979912,2312571993,,,,Gomes   ,ZRFHGBIK,FR0746577791681569595739931
100,0000000990,PL,99026193,4684622264,,,,Bazin Bousquet S.A.,SWDWGBVU,GB28SLJS60574825593407
100,0000000410,IN,33049133,6543262607,,,,合同会社伊藤情報,YNKGGBUHRQ5,FR6170573205407563086864373
100,0000001718,KR,56455201,3717466708,,,,Aragão,TFWAGBSY,FR0680106489327638100617482
100,0000001757,GB,63786508,4080227816,,,,"Taylor, Stevens and Perry",QEQZGBAFR0B,GB36NTAO13576558870315
100,0000001410,JP,41575004,2313468550,,,,株式会社佐藤銀行,UBDEDEQQ,DE06205524024290599191
100,0000001282,CA,32473616,7413664612,,,,Junk Löchel GmbH,HQYUGBQ2LRV,GB05UKFJ64049021276305
100,0000000110,BE,20791949,0606184631,,,,株式会社池田水産,GLRQGBU3,DE44156708995340809833
100,0000001849,IT,35713507,3376587490,,,,"Cooke, Anderson and Gregory",DNPUDEVNROI,GB43SHVD25859836821987
100,0000001509,DE,42061460,5695882022,,,,Devaux,NVCCDEVPLQZ,GB46STSP42911568379221
100,0000001158,CH,28184596,5356425688,,,,"Russell, Newman and Willis",YWNGDEB0,DE24221910589197829771
100,0000000180,AT,97674426,4450451406,,,,da Conceição - EI,YKEJGB0SHS7,GB69VUZD76932465185359
100,0000000795,FR,60847530,4366346745,,,,Chauvet,HTNAGBZJF30,DE69177888258113891250
100,0000000756,IT,10106434,3779605500,,,,佐藤食品合同会社   ,JZDAGBC8,GB12CWOX90150132187563
100,0000001823,FR,60550627,5186940067,,,,Irwin-Oliver,PLYTGBPV,FR5904211717371255964734472
100,0000001396,GB,70830325,1737891084,,,,"Gutierrez, Turner and Beasley",DKSSGBECP5Z,GB16LBCK73474022798502
100,0000001031,JP,85946419,4870430246,,,,Cassiano   ,FFNCGBMW,DE51424166348893090346
100,0000000155,JP,44850166,6871899409,,,,Mendes   ,OTRNDETGANT,GB93EFTV37061779918980
100,0000000759,NL,89710040,3302409939,,,,"Taylor, Johnson and Holt   ",QUNVDE1R,DE57956348202042691195
100,0000001012,JP,02329424,8856728960,,,,Reising AG,DHJGGB3G,GB16JIZR88252624257540
100,0000000971,CN,69877856,4607799751,,,,Morales-Jennings,HZLJDE06P49,GB09WJMK17108104690504
100,0000001264,IT,60438380,6081713239,,,,Barbe,GDCHGBE90HO,GB10ABYG85569868127509
100,0000000580,IT,45972527,6758457793,,,,Oconnor-Beck,ENDDGB91DZP,GB02AMHQ96206266122264
100,0000000179,NL,86075010,8008168416,,,,Bruneau   ,REUUGBXA,FR3777546799170069746095414
100,0000000013,IN,12944551,9469398769,,,,松本鉱業株式会社   ,CAEUGBK2,GB63CCOQ91724937913698
100,0000000762,SE,29441344,8926567770,,,,Neveu,ZUVQGBRANHR,GB07JPLS27704751738496
100,0000001942,BE,56602390,5994026093,,,,"Thomas, Reed and Norton",XPEFGBBZ,FR9629838549099327928091035
100,0000001647,AT,00416160,7962813617,,,,Mitchell PLC   ,RUTJGBLA,GB98INWZ96798270077947
100,0000000135,FR,90544114,6394483033,,,,藤原農林合同会社   ,RQPYGBFY,GB13DEEC23781103860634
100,0000001119,SE,31668075,3570322857,,,,Beer Stiftung & Co. KGaA,WJPCFROU,GB07WGGW40747910217844
100,0000001505,US,96121314,7359339463,,,,Gieß AG,AWMBGBEH,GB64AHHW46611331568903
100,0000000197,IN,09629665,4288454471,,,,"Clark, Williams and Coleman",LYKGGBVCI5W,GB51DBZR24366222326834
100,0000000801,BE,68388304,6563152690,,,,Hart-Brookes,SRLTDEYSJY0,GB28JLRZ98997806574227
100,0000000789,NL,20566170,2438214046,,,,Carr-Hunt,GAADFRQO,GB79DODK37260565889118
100,0000000460,IN,06787087,9571403863,,,,Barton Group   ,CWHAGBMP,FR7673312827881301643165199
100,0000001514,PL,98077400,0723716391,,,,Devaux,TZHNGBYHNCK,DE09262609008631561640
100,0000000953,FR,40949241,8680145357,,,,Anderson-Harris,MPBLFRPW,GB54LGTE94200587158857
100,0000001992,IN,86302802,5631697415,,,,"Decker, Hawkins and Kline",HOTAGBMT,GB31QOMQ74462649537477
100,0000001549,IN,53711009,8761808321,,,,"Clark, Palmer and Alvarado",YVJTGBWFJJ4,GB09CMGZ66418849925501
100,0000001181,IN,90972896,6164671429,,,,"Turner, Miller and Johnson",QCLBFR4V,GB95LWWT73856379849825
100,0000000312,ES,30794874,5393954268,,,,Davis-Allen,DUUAGB0DOCK,GB84JSHN38606201087919
100,0000001912,CA,46019657,0032899854,,,,佐藤建設合同会社,RUKEGBZL,GB27PMGE00773554408593
100,0000001219,PL,22746585,2039095013,,,,近藤銀行株式会社,BGDUFRIR1SU,DE29394297769634305298
100,0000001325,CN,14448442,0908324238,,,,Tessier,ITFDFRBDGZG,GB11OONH57425144325027
100,0000000210,NL,14983656,0847563165,,,,Carvalho Ltda.   ,KDJYGBV8,GB25EPBS62886244257483
100,0000000831,US,68989941,8397584548,,,,"Stone, Nolan and Morrison   ",SLHPDENDH87,GB30QSAS74729430134972
100,0000001953,PL,35498026,2925603185,,,,"Lewis, Leon and Armstrong",ETYWGBX1,GB56EHHH65191085896236
100,0000000549,BR,62178023,9208701477,,,,Adolph Karz GmbH & Co. KG,JZDAGBD4UP0,DE43535231485372024724
100,0000000411,GB,38044765,5956885593,,,,Pereira Leão - ME   ,GHKXFRQXWVD,GB10PNLI16122576676669
100,0000000993,IT,15563163,6165095860,,,,"Wells, Chavez and Williams",IDFOGBEQ,GB60LZPZ60212091423659
100,0000000253,ES,39905147,3668948973,,,,Legendre SARL,MIDEDER2OLF,GB53GZFF91245156562926
100,0000001945,AU,65387093,2125885035,,,,阿部食品合同会社,FRXMGBJTOMS,FR2964800377044781873833009
100,0000001499,ES,25425002,1852190061,,,,Howarth-Cooke,CHWRGB3VP8T,GB50USBL44950100119483
100,0000001489,AT,85943212,8020475216,,,,Blevins-Morrow   ,NCSFDE0D,FR8945729286502575775733256
100,0000000754,PL,19462978,4428522160,,,,Schleich,YGKVGBVFQDU,GB22RYWR67187522416436
100,0000000142,PL,38139520,7187533749,,,,Reichmann,EAJNGBB0KPK,FR0439593379756882722882033
100,0000001024,KR,55747840,2667810104,,,,Cox PLC   ,UNXRDEG1,GB95SDNP96280289330215
100,0000000567,PL,87639283,8550101286,,,,Gröttner Dobes GbR,TAIGDE70,GB50JPGR14577710676163
100,0000000924,BE,35328525,6760406727,,,,"Marshall, Harmon and Lynch",HNYCGBVM,GB96UGTD07647136910188
100,0000000372,PL,42304408,1098684416,,,,"Jones, Jones and Chandler",GNWSFRBN,DE16021745959211942459
100,0000001794,DE,81610063,1243198370,,,,Lopes,VDOVFRF549S,GB97OXIJ32698926772722
100,0000000373,SE,17832973,1713817122,,,,Dos Santos   ,DBXADEPB8XM,GB72FTOT67445557915713
100,0000001185,IN,65469774,3890568089,,,,Jesus,YQBOGBSPOL9,DE49884156282813786081
100,0000001401,NL,61470196,8373015426,,,,Dennis and Sons,OXJYGB30NYC,GB36JDAB43225717993515
100,0000000009,MX,66150692,5064912769,,,,坂本建設株式会社,EOVWGBOH50K,DE60446396624802325101
